;restaurant_id;name_x;cuisine;description_x;price_category;breakfast;lunch;sandwiches;city;post_code;street;number;number_addon;phone;url;latitude;longitude;delivery_charge;min_order;payment_cash;payment_card;waiting_time;delivery_time;delivery_postcode;rating_value;rating_count;data_source;host;name_y;description_y;price
60;12;La Parma Pizzeria Battersea;['Desserts', 'Drinks', 'Pasta'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;London;SW11 3BL;Battersea Park Road;545;0;02077380712;laparmapizzeria-battersea.co.uk;51.471561523164596;-0.16744638681404744;2;5;ENABLED;YES;10;30;SW9 9;0.0;-1;foodhub;laparmapizzeria-battersea.co.uk;"10"" Messina";No description;9.95
61;13;London Fast Food;['Burgers', 'Kebab', 'Pasta'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Brixton;SW9 8RR;Coldharbour Lane;231;0;02077332178;londonfastfood.com;51.465323817543194;-0.10296958251490462;2;5;ENABLED;YES;10;30;SW9;0.0;3;foodhub;londonfastfood.com;Large Double Meal;Any 2x Large Pizza, Any 2x Side orders. Any2x dips and  1.5ltr Bottle of drink;25.99
62;13;London Fast Food;['Burgers', 'Kebab', 'Pasta'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Brixton;SW9 8RR;Coldharbour Lane;231;0;02077332178;londonfastfood.com;51.465323817543194;-0.10296958251490462;2;5;ENABLED;YES;10;30;SW9;0.0;3;foodhub;londonfastfood.com;"12"" Margherita";No description;9.99
63;13;London Fast Food;['Burgers', 'Kebab', 'Pasta'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Brixton;SW9 8RR;Coldharbour Lane;231;0;02077332178;londonfastfood.com;51.465323817543194;-0.10296958251490462;2;5;ENABLED;YES;10;30;SW9;0.0;3;foodhub;londonfastfood.com;Vegetable Lasagne;No description;4.99
64;13;London Fast Food;['Burgers', 'Kebab', 'Pasta'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Brixton;SW9 8RR;Coldharbour Lane;231;0;02077332178;londonfastfood.com;51.465323817543194;-0.10296958251490462;2;5;ENABLED;YES;10;30;SW9;0.0;3;foodhub;londonfastfood.com;"15"" BBQ Beast";No description;14.95
65;13;London Fast Food;['Burgers', 'Kebab', 'Pasta'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Brixton;SW9 8RR;Coldharbour Lane;231;0;02077332178;londonfastfood.com;51.465323817543194;-0.10296958251490462;2;5;ENABLED;YES;10;30;SW9;0.0;3;foodhub;londonfastfood.com;6pcs Spicy BBQ Wings;No description;3.49
66;14;Mr Ma Kitchen;['Noodles', 'Japanese', 'Chinese'];Mr Ma Kitchen, is a takeaway based in Newington Butts , London. offer great tasting Chinese, Sweet and Sour Dishes, Korean, Japanese,Cantonese and oriental food. Order online at Mr Ma Chinese London,London;-;1;1;1;London;SE11 4RN;Newington Butts;150;0;02075826655;mrmaonline.co.uk;51.490970;-0.103722;2;15;ENABLED;YES;20;50;SW9 9;4.5;3;foodhub;mrmaonline.co.uk;5. Bbq Spare Ribs;Sauce;8.90
67;14;Mr Ma Kitchen;['Noodles', 'Japanese', 'Chinese'];Mr Ma Kitchen, is a takeaway based in Newington Butts , London. offer great tasting Chinese, Sweet and Sour Dishes, Korean, Japanese,Cantonese and oriental food. Order online at Mr Ma Chinese London,London;-;1;1;1;London;SE11 4RN;Newington Butts;150;0;02075826655;mrmaonline.co.uk;51.490970;-0.103722;2;15;ENABLED;YES;20;50;SW9 9;4.5;3;foodhub;mrmaonline.co.uk;30. Salt and Pepper Squid;No description;11.90
68;14;Mr Ma Kitchen;['Noodles', 'Japanese', 'Chinese'];Mr Ma Kitchen, is a takeaway based in Newington Butts , London. offer great tasting Chinese, Sweet and Sour Dishes, Korean, Japanese,Cantonese and oriental food. Order online at Mr Ma Chinese London,London;-;1;1;1;London;SE11 4RN;Newington Butts;150;0;02075826655;mrmaonline.co.uk;51.490970;-0.103722;2;15;ENABLED;YES;20;50;SW9 9;4.5;3;foodhub;mrmaonline.co.uk;3b. Vegetarian Crispy Duck;Mock duck, made from soya, served with pancakes 6pcs, thinly cut spring onions, cucumber and hoi sin sauce;10.90
69;14;Mr Ma Kitchen;['Noodles', 'Japanese', 'Chinese'];Mr Ma Kitchen, is a takeaway based in Newington Butts , London. offer great tasting Chinese, Sweet and Sour Dishes, Korean, Japanese,Cantonese and oriental food. Order online at Mr Ma Chinese London,London;-;1;1;1;London;SE11 4RN;Newington Butts;150;0;02075826655;mrmaonline.co.uk;51.490970;-0.103722;2;15;ENABLED;YES;20;50;SW9 9;4.5;3;foodhub;mrmaonline.co.uk;98b. Large Egg Fried Rice;No description;5.90
70;14;Mr Ma Kitchen;['Noodles', 'Japanese', 'Chinese'];Mr Ma Kitchen, is a takeaway based in Newington Butts , London. offer great tasting Chinese, Sweet and Sour Dishes, Korean, Japanese,Cantonese and oriental food. Order online at Mr Ma Chinese London,London;-;1;1;1;London;SE11 4RN;Newington Butts;150;0;02075826655;mrmaonline.co.uk;51.490970;-0.103722;2;15;ENABLED;YES;20;50;SW9 9;4.5;3;foodhub;mrmaonline.co.uk;15.  Grilled Peking Dumplings ;6Pcs Pork Served with a Vinegar Dip ;8.90
71;15;Napura;['Burgers', 'Desserts', 'Mediterranean'];Napura in Nunhead offers desserts and drinks as fresh as they could get. Looking for the best-picked ones? Here are a few: Burgers,Desserts,Mediterranean. ;-;1;1;1;Nunhead Green;SE15 3QF;Nunhead Green;30;0;02074503996;napurarestaurant.com;51.465398662852;-0.05817448374693113;2;5;ENABLED;YES;10;30;SW9 9;0.0;-1;foodhub;napurarestaurant.com;Reguengos [Red];"""Wine of the King's City"" A beautiful aroma of wild fruits and berries.";5.60
72;15;Napura;['Burgers', 'Desserts', 'Mediterranean'];Napura in Nunhead offers desserts and drinks as fresh as they could get. Looking for the best-picked ones? Here are a few: Burgers,Desserts,Mediterranean. ;-;1;1;1;Nunhead Green;SE15 3QF;Nunhead Green;30;0;02074503996;napurarestaurant.com;51.465398662852;-0.05817448374693113;2;5;ENABLED;YES;10;30;SW9 9;0.0;-1;foodhub;napurarestaurant.com;Lulas ├á Sevilhana;Calamari;8.50
73;15;Napura;['Burgers', 'Desserts', 'Mediterranean'];Napura in Nunhead offers desserts and drinks as fresh as they could get. Looking for the best-picked ones? Here are a few: Burgers,Desserts,Mediterranean. ;-;1;1;1;Nunhead Green;SE15 3QF;Nunhead Green;30;0;02074503996;napurarestaurant.com;51.465398662852;-0.05817448374693113;2;5;ENABLED;YES;10;30;SW9 9;0.0;-1;foodhub;napurarestaurant.com;Super Bock;No description;3.90
74;15;Napura;['Burgers', 'Desserts', 'Mediterranean'];Napura in Nunhead offers desserts and drinks as fresh as they could get. Looking for the best-picked ones? Here are a few: Burgers,Desserts,Mediterranean. ;-;1;1;1;Nunhead Green;SE15 3QF;Nunhead Green;30;0;02074503996;napurarestaurant.com;51.465398662852;-0.05817448374693113;2;5;ENABLED;YES;10;30;SW9 9;0.0;-1;foodhub;napurarestaurant.com;Bacalhau ├á Br├ís;Softly scrambled cod, thin fries & eggs;14.50
75;15;Napura;['Burgers', 'Desserts', 'Mediterranean'];Napura in Nunhead offers desserts and drinks as fresh as they could get. Looking for the best-picked ones? Here are a few: Burgers,Desserts,Mediterranean. ;-;1;1;1;Nunhead Green;SE15 3QF;Nunhead Green;30;0;02074503996;napurarestaurant.com;51.465398662852;-0.05817448374693113;2;5;ENABLED;YES;10;30;SW9 9;0.0;-1;foodhub;napurarestaurant.com;Abega De Pegoes [White];Ant├úo Vaz, Perrum, Arinto. Crystal clear, citric colour. Floral, fruit. Youthful palate, clean, fresh, well balanced.;4.90
79;16;Oregano Leaf Pizzeria;['Desserts', 'Italian', 'Pasta'];Order the Tastiest Pizzas at amazing prices in Camberwell. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Camberwell;SE5 8QZ;Camberwell Church St;44;0;02077035555;oreganoleafpizzeriaonline.co.uk;51.473754643256385;-0.08982613649947346;2;5;ENABLED;YES;10;40;SW9 9;0.0;4;foodhub;oreganoleafpizzeriaonline.co.uk;"13"" Pepperoni Plus";No description;11.95
80;16;Oregano Leaf Pizzeria;['Desserts', 'Italian', 'Pasta'];Order the Tastiest Pizzas at amazing prices in Camberwell. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Camberwell;SE5 8QZ;Camberwell Church St;44;0;02077035555;oreganoleafpizzeriaonline.co.uk;51.473754643256385;-0.08982613649947346;2;5;ENABLED;YES;10;40;SW9 9;0.0;4;foodhub;oreganoleafpizzeriaonline.co.uk;Chocolate Fudge Cake;No description;3.99
